,,,,,,,train_acc,train_pre,train_rec,train_f1,train_f2,train_auc,test_acc,test_pre,test_rec,test_f1,test_f2,test_auc,c_correct_percent
1379-ang,348-008,p,f,smote,100,f2,1,1,1,1,1,1,0.844,0.667,0.286,0.4,0.323,0.837,
1379-ang,348-008,p,f,smote,100,rec,1,1,1,1,1,1,0.844,0.667,0.286,0.4,0.323,0.837,
1379-ang,348-008,p,f,smote,30,pre,1,1,1,1,1,1,0.844,0.667,0.286,0.4,0.323,0.838,
1379-ang,348-008,p,f,smote,200,acc,1,1,1,1,1,1,0.844,0.667,0.286,0.4,0.323,0.859,
1379-ang,348-008,p,f,smote,100,acc,1,1,1,1,1,1,0.844,0.667,0.286,0.4,0.323,0.837,
98765-rad,348-008,p,c,rando,100,f2,1,1,1,1,1,1,0.844,0.667,0.286,0.4,0.323,0.84,
98765-rad,348-008,p,c,rando,100,pre,1,1,1,1,1,1,0.844,0.667,0.286,0.4,0.323,0.84,
98765-rad,348-008,p,c,rando,300,acc,1,1,1,1,1,1,0.844,0.667,0.286,0.4,0.323,0.796,
98765-rad,348-008,p,c,rando,100,acc,1,1,1,1,1,1,0.844,0.667,0.286,0.4,0.323,0.84,
1379-ang,348-008,en,f,rando,300,f2,1,1,1,1,1,1,0.844,0.667,0.286,0.4,0.323,0.899,
1379-ang,348-008,en,f,adasyns,300,rec,1,1,1,1,1,1,0.844,0.667,0.286,0.4,0.323,0.847,
1379-ang,348-008,en,f,smote,300,acc,1,1,1,1,1,1,0.844,0.667,0.286,0.4,0.323,0.884,
1379-ang,348-008,m,,adasyns,300,pre,1,1,1,1,1,1,0.844,0.667,0.286,0.4,0.323,0.851,
1379-ang,348-008,ie,c,adasyns,100,f2,1,1,1,1,1,1,0.844,0.667,0.286,0.4,0.323,0.834,
1379-rad,348-008,en,c,adasyns,200,f2,1,1,1,1,1,1,0.844,0.667,0.286,0.4,0.323,0.865,
1379-rad,348-008,en,c,adasyns,200,rec,1,1,1,1,1,1,0.844,0.667,0.286,0.4,0.323,0.812,
1379-rad,348-008,en,c,rando,200,rec,0.996,1,0.991,0.996,0.993,1,0.844,0.667,0.286,0.4,0.323,0.879,
1379-rad,348-008,en,c,rando,30,pre,1,1,1,1,1,1,0.844,0.667,0.286,0.4,0.323,0.765,
1379-rad,348-008,en,c,smote,300,pre,1,1,1,1,1,1,0.844,0.667,0.286,0.4,0.323,0.847,
1379-rad,348-008,en,c,rando,30,acc,1,1,1,1,1,1,0.844,0.667,0.286,0.4,0.323,0.765,
98765-ang,348-008,r,fc,rando,300,f2,1,1,1,1,1,1,0.844,0.667,0.286,0.4,0.323,0.748,
98765-ang,348-008,r,fc,adasyns,300,rec,1,1,1,1,1,1,0.844,0.667,0.286,0.4,0.323,0.788,
98765-ang,348-008,r,fc,rando,300,pre,1,1,1,1,1,1,0.844,0.667,0.286,0.4,0.323,0.748,
98765-ang,348-008,r,fc,adasyns,300,pre,1,1,1,1,1,1,0.844,0.667,0.286,0.4,0.323,0.797,
98765-ang,348-008,r,fc,rando,300,acc,1,1,1,1,1,1,0.844,0.667,0.286,0.4,0.323,0.748,
98765-ang,348-008,ie,fc,rando,15,f2,1,1,1,1,1,1,0.844,0.667,0.286,0.4,0.323,0.908,
98765-ang,348-008,ie,fc,rando,15,pre,1,1,1,1,1,1,0.844,0.667,0.286,0.4,0.323,0.908,
98765-ang,348-008,ie,fc,rando,15,acc,1,1,1,1,1,1,0.844,0.667,0.286,0.4,0.323,0.908,
1379-rad,348-008,ea,,adasyns,300,rec,1,1,1,1,1,1,0.844,0.667,0.286,0.4,0.323,0.788,
1379-rad,348-008,ea,,adasyns,200,pre,1,1,1,1,1,1,0.844,0.667,0.286,0.4,0.323,0.766,
1379-rad,348-008,ie,c,adasyns,15,f2,1,1,1,1,1,1,0.844,0.667,0.286,0.4,0.323,0.69,
1379-rad,348-008,ie,c,adasyns,200,f2,1,1,1,1,1,1,0.844,0.667,0.286,0.4,0.323,0.759,
1379-rad,348-008,ie,c,adasyns,15,rec,1,1,1,1,1,1,0.844,0.667,0.286,0.4,0.323,0.69,
1379-rad,348-008,ie,c,adasyns,200,rec,1,1,1,1,1,1,0.844,0.667,0.286,0.4,0.323,0.759,
1379-rad,348-008,ie,c,smote,60,acc,1,1,1,1,1,1,0.844,0.667,0.286,0.4,0.323,0.822,
1379-rad,348-008,ie,c,smote,300,acc,1,1,1,1,1,1,0.844,0.667,0.286,0.4,0.323,0.73,
98765-ang,348-008,ie,f,rando,15,f2,1,1,1,1,1,1,0.844,0.667,0.286,0.4,0.323,0.8,
98765-ang,348-008,ie,f,rando,60,f2,1,1,1,1,1,1,0.844,0.667,0.286,0.4,0.323,0.796,
98765-ang,348-008,ie,f,smote,200,pre,1,1,1,1,1,1,0.844,0.667,0.286,0.4,0.323,0.861,
98765-ang,348-008,ie,f,rando,15,pre,1,1,1,1,1,1,0.844,0.667,0.286,0.4,0.323,0.799,
98765-ang,348-008,ie,f,rando,60,pre,1,1,1,1,1,1,0.844,0.667,0.286,0.4,0.323,0.796,
98765-ang,348-008,ie,f,rando,300,acc,1,1,1,1,1,1,0.844,0.667,0.286,0.4,0.323,0.753,
98765-ang,348-008,ie,f,rando,15,acc,1,1,1,1,1,1,0.844,0.667,0.286,0.4,0.323,0.8,
98765-ang,348-008,ie,f,rando,60,acc,1,1,1,1,1,1,0.844,0.667,0.286,0.4,0.323,0.837,
1379-rad,348-008,ea,fc,rando,15,f2,1,1,1,1,1,1,0.844,0.667,0.286,0.4,0.323,0.883,
1379-rad,348-008,ea,fc,smote,200,acc,1,1,1,1,1,1,0.844,0.667,0.286,0.4,0.323,0.823,
1379-rad,348-008,ea,fc,rando,15,acc,1,1,1,1,1,1,0.844,0.667,0.286,0.4,0.323,0.883,
1379-rad,348-008,ea,fc,rando,60,acc,1,1,1,1,1,1,0.844,0.667,0.286,0.4,0.323,0.905,
1379-ang,348-008,m,f,smote,200,rec,1,1,1,1,1,1,0.844,0.667,0.286,0.4,0.323,0.834,
1379-ang,348-008,m,f,smote,200,acc,1,1,1,1,1,1,0.844,0.667,0.286,0.4,0.323,0.81,
98765-ang,348-008,p,fc,smote,60,f2,1,1,1,1,1,1,0.844,0.667,0.286,0.4,0.323,0.881,
98765-ang,348-008,p,fc,smote,300,pre,1,1,1,1,1,1,0.844,0.667,0.286,0.4,0.323,0.832,
98765-ang,348-008,p,fc,smote,60,acc,1,1,1,1,1,1,0.844,0.667,0.286,0.4,0.323,0.881,
38324-rad,348-008,p,,adasyns,60,rec,1,1,1,1,1,1,0.766,0.286,0.333,0.308,0.323,0.671,
14122-rad,348-008,ea,fc,adasyns,200,f2,1,1,1,1,1,1,0.805,0.4,0.308,0.348,0.323,0.803,
14122-rad,348-008,ea,fc,adasyns,200,rec,1,1,1,1,1,1,0.805,0.4,0.308,0.348,0.323,0.803,
1379-ang,348-008,ea,f,rando,300,f2,1,1,1,1,1,1,0.844,0.667,0.286,0.4,0.323,0.781,
1379-ang,348-008,ea,f,adasyns,30,f2,0.998,0.996,1,0.998,0.999,1,0.844,0.667,0.286,0.4,0.323,0.735,
1379-ang,348-008,ea,f,rando,300,pre,1,1,1,1,1,1,0.844,0.667,0.286,0.4,0.323,0.781,
1379-ang,348-008,ea,f,rando,300,acc,1,1,1,1,1,1,0.844,0.667,0.286,0.4,0.323,0.781,
98765-rad,348-008,m,c,rando,300,f2,1,1,1,1,1,1,0.844,0.667,0.286,0.4,0.323,0.765,
98765-rad,348-008,m,c,rando,100,f2,1,1,1,1,1,1,0.844,0.667,0.286,0.4,0.323,0.833,
98765-rad,348-008,m,c,rando,300,pre,1,1,1,1,1,1,0.844,0.667,0.286,0.4,0.323,0.765,
98765-rad,348-008,m,c,rando,100,pre,1,1,1,1,1,1,0.844,0.667,0.286,0.4,0.323,0.833,
98765-rad,348-008,m,c,rando,300,acc,1,1,1,1,1,1,0.844,0.667,0.286,0.4,0.323,0.765,
98765-rad,348-008,m,c,adasyns,300,acc,1,1,1,1,1,1,0.844,0.667,0.286,0.4,0.323,0.738,
98765-rad,348-008,m,c,rando,100,acc,1,1,1,1,1,1,0.844,0.667,0.286,0.4,0.323,0.833,
98765-ang,348-008,ea,fc,adasyns,300,rec,1,1,1,1,1,1,0.844,0.667,0.286,0.4,0.323,0.876,
1379-rad,348-008,z,,adasyns,300,acc,1,1,1,1,1,1,0.844,0.667,0.286,0.4,0.323,0.644,
1379-rad,348-008,r,c,rando,100,f2,1,1,1,1,1,1,0.844,0.667,0.286,0.4,0.323,0.882,
1379-rad,348-008,r,c,adasyns,300,pre,1,1,1,1,1,1,0.844,0.667,0.286,0.4,0.323,0.881,
1379-rad,348-008,r,c,rando,100,pre,1,1,1,1,1,1,0.844,0.667,0.286,0.4,0.323,0.882,
1379-rad,348-008,r,c,rando,100,acc,1,1,1,1,1,1,0.844,0.667,0.286,0.4,0.323,0.872,
98765-rad,348-008,m,,smote,60,f2,1,1,1,1,1,1,0.844,0.667,0.286,0.4,0.323,0.746,
98765-rad,348-008,m,,smote,60,rec,1,1,1,1,1,1,0.844,0.667,0.286,0.4,0.323,0.756,
98765-rad,348-008,m,,smote,100,rec,1,1,1,1,1,1,0.844,0.667,0.286,0.4,0.323,0.689,
98765-rad,348-008,m,,smote,60,pre,1,1,1,1,1,1,0.844,0.667,0.286,0.4,0.323,0.734,
98765-rad,348-008,m,,smote,60,acc,1,1,1,1,1,1,0.844,0.667,0.286,0.4,0.323,0.747,
98765-rad,348-008,m,,adasyns,100,acc,1,1,1,1,1,1,0.844,0.667,0.286,0.4,0.323,0.776,
1379-ang,348-008,ie,,rando,30,rec,0.994,0.987,1,0.994,0.997,1,0.844,0.667,0.286,0.4,0.323,0.714,
14122-rad,348-008,p,c,smote,30,pre,1,1,1,1,1,1,0.805,0.4,0.308,0.348,0.323,0.708,
14122-rad,348-008,p,c,smote,100,pre,1,1,1,1,1,1,0.805,0.4,0.308,0.348,0.323,0.74,
14122-rad,348-008,p,c,adasyns,100,pre,1,1,1,1,1,1,0.805,0.4,0.308,0.348,0.323,0.75,
14122-rad,348-008,p,c,adasyns,60,pre,1,1,1,1,1,1,0.805,0.4,0.308,0.348,0.323,0.772,
14122-rad,348-008,p,c,smote,100,acc,1,1,1,1,1,1,0.805,0.4,0.308,0.348,0.323,0.74,
14122-rad,348-008,p,c,adasyns,100,acc,1,1,1,1,1,1,0.805,0.4,0.308,0.348,0.323,0.75,
14122-rad,348-008,p,c,adasyns,60,acc,1,1,1,1,1,1,0.805,0.4,0.308,0.348,0.323,0.772,
1379-ang,348-008,en,,smote,30,f2,1,1,1,1,1,1,0.844,0.667,0.286,0.4,0.323,0.79,
1379-ang,348-008,en,,rando,100,rec,0.998,0.996,1,0.998,0.999,1,0.844,0.667,0.286,0.4,0.323,0.718,
1379-ang,348-008,en,,smote,300,rec,1,1,1,1,1,1,0.844,0.667,0.286,0.4,0.323,0.755,
1379-ang,348-008,en,,smote,60,pre,1,1,1,1,1,1,0.844,0.667,0.286,0.4,0.323,0.679,
1379-ang,348-008,en,,smote,60,acc,1,1,1,1,1,1,0.844,0.667,0.286,0.4,0.323,0.678,
1379-ang,348-008,ie,fc,rando,300,f2,1,1,1,1,1,1,0.844,0.667,0.286,0.4,0.323,0.858,
1379-ang,348-008,ie,fc,rando,300,pre,1,1,1,1,1,1,0.844,0.667,0.286,0.4,0.323,0.858,
98765-rad,348-008,r,c,rando,60,acc,1,1,1,1,1,1,0.844,0.667,0.286,0.4,0.323,0.836,
98765-ang,348-008,ie,c,rando,30,f2,1,1,1,1,1,1,0.844,0.667,0.286,0.4,0.323,0.795,
98765-ang,348-008,ie,c,rando,15,acc,1,1,1,1,1,1,0.844,0.667,0.286,0.4,0.323,0.773,
98765-rad,348-008,ea,c,rando,100,f2,1,1,1,1,1,1,0.844,0.667,0.286,0.4,0.323,0.642,
98765-rad,348-008,ea,c,smote,200,pre,1,1,1,1,1,1,0.844,0.667,0.286,0.4,0.323,0.633,
98765-rad,348-008,ea,c,rando,100,pre,1,1,1,1,1,1,0.844,0.667,0.286,0.4,0.323,0.688,
98765-rad,348-008,ea,c,smote,200,acc,1,1,1,1,1,1,0.844,0.667,0.286,0.4,0.323,0.633,
98765-rad,348-008,ea,c,rando,100,acc,1,1,1,1,1,1,0.844,0.667,0.286,0.4,0.323,0.642,
98765-rad,348-008,m,fc,rando,300,f2,1,1,1,1,1,1,0.844,0.667,0.286,0.4,0.323,0.872,
98765-rad,348-008,m,fc,smote,200,f2,1,1,1,1,1,1,0.844,0.667,0.286,0.4,0.323,0.906,
98765-rad,348-008,m,fc,adasyns,60,f2,1,1,1,1,1,1,0.844,0.667,0.286,0.4,0.323,0.89,
98765-rad,348-008,m,fc,smote,200,rec,1,1,1,1,1,1,0.844,0.667,0.286,0.4,0.323,0.906,
98765-rad,348-008,m,fc,rando,300,pre,1,1,1,1,1,1,0.844,0.667,0.286,0.4,0.323,0.872,
98765-rad,348-008,m,fc,adasyns,300,pre,1,1,1,1,1,1,0.844,0.667,0.286,0.4,0.323,0.832,
98765-rad,348-008,m,fc,adasyns,60,pre,1,1,1,1,1,1,0.844,0.667,0.286,0.4,0.323,0.89,
98765-rad,348-008,m,fc,rando,300,acc,1,1,1,1,1,1,0.844,0.667,0.286,0.4,0.323,0.872,
98765-rad,348-008,m,fc,rando,30,acc,1,1,1,1,1,1,0.844,0.667,0.286,0.4,0.323,0.879,
98765-rad,348-008,m,fc,adasyns,200,acc,1,1,1,1,1,1,0.844,0.667,0.286,0.4,0.323,0.885,
98765-rad,348-008,m,fc,adasyns,60,acc,1,1,1,1,1,1,0.844,0.667,0.286,0.4,0.323,0.89,
98765-ang,348-008,z,,smote,200,rec,1,1,1,1,1,1,0.844,0.667,0.286,0.4,0.323,0.727,
98765-ang,348-008,z,,rando,200,acc,1,1,1,1,1,1,0.844,0.667,0.286,0.4,0.323,0.793,
1379-ang,348-008,ea,,rando,300,f2,1,1,1,1,1,1,0.844,0.667,0.286,0.4,0.323,0.773,
1379-ang,348-008,ea,,rando,300,pre,1,1,1,1,1,1,0.844,0.667,0.286,0.4,0.323,0.773,
98765-ang,348-008,en,fc,rando,200,f2,1,1,1,1,1,1,0.844,0.667,0.286,0.4,0.323,0.872,
98765-ang,348-008,en,fc,rando,200,pre,1,1,1,1,1,1,0.844,0.667,0.286,0.4,0.323,0.872,
98765-ang,348-008,en,fc,rando,200,acc,1,1,1,1,1,1,0.844,0.667,0.286,0.4,0.323,0.872,
98765-ang,348-008,en,c,smote,200,f2,1,1,1,1,1,1,0.844,0.667,0.286,0.4,0.323,0.786,
98765-ang,348-008,en,c,smote,100,f2,1,1,1,1,1,1,0.844,0.667,0.286,0.4,0.323,0.82,
98765-ang,348-008,en,c,smote,300,f2,1,1,1,1,1,1,0.844,0.667,0.286,0.4,0.323,0.846,
98765-ang,348-008,en,c,smote,300,rec,1,1,1,1,1,1,0.844,0.667,0.286,0.4,0.323,0.847,
98765-ang,348-008,en,c,smote,300,pre,1,1,1,1,1,1,0.844,0.667,0.286,0.4,0.323,0.838,
98765-ang,348-008,en,c,smote,300,acc,1,1,1,1,1,1,0.844,0.667,0.286,0.4,0.323,0.844,
98765-rad,348-008,ie,,adasyns,100,f2,1,1,1,1,1,1,0.844,0.667,0.286,0.4,0.323,0.593,
98765-rad,348-008,ie,,rando,200,f2,1,1,1,1,1,1,0.844,0.667,0.286,0.4,0.323,0.612,
98765-rad,348-008,ie,,rando,200,pre,1,1,1,1,1,1,0.844,0.667,0.286,0.4,0.323,0.615,
38324-ang,348-008,r,,adasyns,60,rec,0.993,0.991,0.996,0.993,0.995,1,0.766,0.286,0.333,0.308,0.323,0.709,
98765-ang,348-008,m,f,smote,60,f2,1,1,1,1,1,1,0.844,0.667,0.286,0.4,0.323,0.82,
98765-ang,348-008,m,f,smote,200,pre,1,1,1,1,1,1,0.844,0.667,0.286,0.4,0.323,0.861,
98765-ang,348-008,m,f,adasyns,100,pre,1,1,1,1,1,1,0.844,0.667,0.286,0.4,0.323,0.827,
98765-ang,348-008,r,f,rando,30,f2,1,1,1,1,1,1,0.844,0.667,0.286,0.4,0.323,0.822,
98765-ang,348-008,r,f,rando,200,f2,1,1,1,1,1,1,0.844,0.667,0.286,0.4,0.323,0.736,
98765-ang,348-008,r,f,adasyns,200,rec,1,1,1,1,1,1,0.844,0.667,0.286,0.4,0.323,0.743,
98765-ang,348-008,r,f,rando,200,pre,1,1,1,1,1,1,0.844,0.667,0.286,0.4,0.323,0.736,
98765-ang,348-008,r,f,rando,200,acc,1,1,1,1,1,1,0.844,0.667,0.286,0.4,0.323,0.693,
98765-ang,348-008,m,fc,smote,100,rec,1,1,1,1,1,1,0.844,0.667,0.286,0.4,0.323,0.831,
98765-ang,348-008,m,fc,adasyns,60,rec,1,1,1,1,1,1,0.844,0.667,0.286,0.4,0.323,0.824,
98765-ang,348-008,m,fc,rando,60,pre,1,1,1,1,1,1,0.844,0.667,0.286,0.4,0.323,0.816,
98765-ang,348-008,m,fc,adasyns,60,pre,1,1,1,1,1,1,0.844,0.667,0.286,0.4,0.323,0.851,
98765-ang,348-008,m,fc,adasyns,60,acc,1,1,1,1,1,1,0.844,0.667,0.286,0.4,0.323,0.831,
98765-rad,348-008,ie,f,smote,200,f2,1,1,1,1,1,1,0.844,0.667,0.286,0.4,0.323,0.827,
98765-rad,348-008,ie,f,adasyns,300,f2,1,1,1,1,1,1,0.844,0.667,0.286,0.4,0.323,0.834,
98765-rad,348-008,ie,f,smote,300,f2,1,1,1,1,1,1,0.844,0.667,0.286,0.4,0.323,0.828,
98765-rad,348-008,ie,f,smote,200,rec,1,1,1,1,1,1,0.844,0.667,0.286,0.4,0.323,0.828,
98765-rad,348-008,ie,f,smote,300,rec,1,1,1,1,1,1,0.844,0.667,0.286,0.4,0.323,0.78,
98765-rad,348-008,ie,f,adasyns,300,pre,1,1,1,1,1,1,0.844,0.667,0.286,0.4,0.323,0.832,
98765-rad,348-008,ie,f,adasyns,200,pre,1,1,1,1,1,1,0.844,0.667,0.286,0.4,0.323,0.793,
98765-rad,348-008,ie,f,smote,300,pre,1,1,1,1,1,1,0.844,0.667,0.286,0.4,0.323,0.819,
98765-rad,348-008,ie,f,smote,200,acc,1,1,1,1,1,1,0.844,0.667,0.286,0.4,0.323,0.838,
98765-rad,348-008,ie,f,adasyns,300,acc,1,1,1,1,1,1,0.844,0.667,0.286,0.4,0.323,0.834,
98765-rad,348-008,ie,f,adasyns,200,acc,1,1,1,1,1,1,0.844,0.667,0.286,0.4,0.323,0.793,
98765-rad,348-008,ie,f,smote,300,acc,1,1,1,1,1,1,0.844,0.667,0.286,0.4,0.323,0.819,
98765-ang,348-008,ea,c,smote,300,f2,1,1,1,1,1,1,0.844,0.667,0.286,0.4,0.323,0.807,
98765-ang,348-008,ea,c,adasyns,30,rec,0.998,0.996,1,0.998,0.999,1,0.844,0.667,0.286,0.4,0.323,0.802,
14122-rad,348-008,p,f,adasyns,60,f2,1,1,1,1,1,1,0.805,0.4,0.308,0.348,0.323,0.835,
1379-rad,348-008,ie,,adasyns,60,f2,1,1,1,1,1,1,0.844,0.667,0.286,0.4,0.323,0.672,
1379-rad,348-008,ie,,adasyns,100,pre,1,1,1,1,1,1,0.844,0.667,0.286,0.4,0.323,0.727,
1379-rad,348-008,ie,,adasyns,60,acc,1,1,1,1,1,1,0.844,0.667,0.286,0.4,0.323,0.672,
98765-rad,348-008,r,fc,rando,300,rec,0.987,0.975,1,0.987,0.995,0.999,0.844,0.667,0.286,0.4,0.323,0.799,
98765-rad,348-008,ie,c,rando,15,f2,1,1,1,1,1,1,0.844,0.667,0.286,0.4,0.323,0.755,
98765-rad,348-008,ie,c,rando,100,f2,1,1,1,1,1,1,0.844,0.667,0.286,0.4,0.323,0.776,
98765-rad,348-008,ie,c,rando,200,f2,1,1,1,1,1,1,0.844,0.667,0.286,0.4,0.323,0.634,
98765-rad,348-008,ie,c,smote,15,rec,1,1,1,1,1,1,0.844,0.667,0.286,0.4,0.323,0.756,
98765-rad,348-008,ie,c,rando,100,pre,1,1,1,1,1,1,0.844,0.667,0.286,0.4,0.323,0.776,
98765-rad,348-008,ie,c,rando,200,acc,1,1,1,1,1,1,0.844,0.667,0.286,0.4,0.323,0.634,
1379-ang,348-008,p,c,smote,100,f2,1,1,1,1,1,1,0.844,0.667,0.286,0.4,0.323,0.845,
1379-ang,348-008,p,c,smote,100,rec,1,1,1,1,1,1,0.844,0.667,0.286,0.4,0.323,0.845,
1379-ang,348-008,p,c,smote,100,pre,1,1,1,1,1,1,0.844,0.667,0.286,0.4,0.323,0.789,
1379-ang,348-008,p,c,smote,300,acc,1,1,1,1,1,1,0.844,0.667,0.286,0.4,0.323,0.8,
14122-ang,348-008,m,,smote,30,pre,1,1,1,1,1,1,0.805,0.4,0.308,0.348,0.323,0.738,
14122-ang,348-008,m,,smote,60,pre,1,1,1,1,1,1,0.805,0.4,0.308,0.348,0.323,0.822,
14122-ang,348-008,m,,smote,15,acc,1,1,1,1,1,1,0.805,0.4,0.308,0.348,0.323,0.748,
1379-ang,348-008,ea,c,adasyns,15,f2,1,1,1,1,1,1,0.844,0.667,0.286,0.4,0.323,0.812,
1379-ang,348-008,ea,c,smote,300,f2,1,1,1,1,1,1,0.844,0.667,0.286,0.4,0.323,0.759,
1379-ang,348-008,ea,c,smote,300,rec,1,1,1,1,1,1,0.844,0.667,0.286,0.4,0.323,0.759,
1379-ang,348-008,ea,c,smote,200,pre,1,1,1,1,1,1,0.844,0.667,0.286,0.4,0.323,0.69,
1379-ang,348-008,ea,c,adasyns,300,acc,1,1,1,1,1,1,0.844,0.667,0.286,0.4,0.323,0.724,
1379-ang,348-008,z,f,adasyns,300,f2,1,1,1,1,1,1,0.844,0.667,0.286,0.4,0.323,0.72,
14122-ang,348-008,z,,smote,60,acc,1,1,1,1,1,1,0.805,0.4,0.308,0.348,0.323,0.714,
98765-ang,348-008,z,c,smote,200,rec,1,1,1,1,1,1,0.844,0.667,0.286,0.4,0.323,0.795,
98765-ang,348-008,z,c,adasyns,15,rec,1,1,1,1,1,1,0.844,0.667,0.286,0.4,0.323,0.741,
98765-ang,348-008,z,c,smote,100,rec,1,1,1,1,1,1,0.844,0.667,0.286,0.4,0.323,0.79,
98765-ang,348-008,z,c,smote,300,pre,1,1,1,1,1,1,0.844,0.667,0.286,0.4,0.323,0.781,
98765-ang,348-008,p,f,adasyns,300,f2,1,1,1,1,1,1,0.844,0.667,0.286,0.4,0.323,0.817,
98765-ang,348-008,p,f,adasyns,100,f2,1,1,1,1,1,1,0.844,0.667,0.286,0.4,0.323,0.871,
98765-ang,348-008,p,f,smote,200,rec,1,1,1,1,1,1,0.844,0.667,0.286,0.4,0.323,0.822,
98765-ang,348-008,p,f,adasyns,100,rec,1,1,1,1,1,1,0.844,0.667,0.286,0.4,0.323,0.871,
14122-rad,348-008,p,,rando,15,f2,1,1,1,1,1,1,0.805,0.4,0.308,0.348,0.323,0.695,
14122-rad,348-008,p,,adasyns,100,f2,1,1,1,1,1,1,0.805,0.4,0.308,0.348,0.323,0.763,
14122-rad,348-008,p,,adasyns,300,rec,1,1,1,1,1,1,0.805,0.4,0.308,0.348,0.323,0.6,
14122-rad,348-008,p,,adasyns,100,rec,1,1,1,1,1,1,0.805,0.4,0.308,0.348,0.323,0.763,
14122-rad,348-008,p,,rando,15,pre,1,1,1,1,1,1,0.805,0.4,0.308,0.348,0.323,0.695,
14122-rad,348-008,p,,rando,15,acc,1,1,1,1,1,1,0.805,0.4,0.308,0.348,0.323,0.695,
1379-ang,348-008,en,c,adasyns,300,pre,1,1,1,1,1,1,0.844,0.667,0.286,0.4,0.323,0.856,
1379-ang,348-008,en,c,adasyns,300,acc,1,1,1,1,1,1,0.844,0.667,0.286,0.4,0.323,0.819,
1379-ang,348-008,en,c,adasyns,200,acc,1,1,1,1,1,1,0.844,0.667,0.286,0.4,0.323,0.878,
1379-rad,348-008,m,c,rando,15,acc,1,1,1,1,1,1,0.844,0.667,0.286,0.4,0.323,0.788,
38324-ang,348-008,en,c,smote,15,rec,1,1,1,1,1,1,0.766,0.286,0.333,0.308,0.323,0.756,
1379-rad,348-008,ea,f,smote,300,f2,1,1,1,1,1,1,0.844,0.667,0.286,0.4,0.323,0.778,
1379-rad,348-008,ea,f,smote,300,rec,1,1,1,1,1,1,0.844,0.667,0.286,0.4,0.323,0.778,
65536-ang,348-004,r,fc,,100,acc,0.568,0.635,0.252,0.361,0.286,0.552,0.584,0.45,0.3,0.36,0.321,0.532,0.5
24-ang,348-004,p,c,,30,pre,0.675,0.951,0.312,0.47,0.36,0.791,0.636,0.833,0.278,0.417,0.321,0.694,0.5
65536-ang,348-008,ea,,adasyns,60,f2,0.778,0.71,0.948,0.812,0.889,0.879,0.429,0.109,0.625,0.185,0.321,0.534,
24-rad,348-008,r,,adasyns,15,f2,0.989,0.98,1,0.99,0.996,1,0.701,0.278,0.333,0.303,0.321,0.672,
24-rad,348-008,r,,adasyns,15,rec,0.989,0.98,1,0.99,0.996,1,0.701,0.278,0.333,0.303,0.321,0.672,
24-ang,348-008,ie,c,adasyns,15,f2,1,1,1,1,1,1,0.701,0.278,0.333,0.303,0.321,0.541,
24-ang,348-008,m,,smote,15,rec,1,1,1,1,1,1,0.701,0.278,0.333,0.303,0.321,0.611,
1379-ang,348-004,en,,,60,acc,0.801,0.807,0.742,0.773,0.754,0.858,0.494,0.458,0.297,0.361,0.32,0.552,0.5
65536-rad,348-008,z,,adasyns,60,acc,0.984,0.972,0.995,0.984,0.991,0.999,0.779,0.2,0.375,0.261,0.319,0.75,
65536-ang,348-008,en,,adasyns,60,acc,0.924,0.93,0.918,0.924,0.92,0.985,0.779,0.2,0.375,0.261,0.319,0.786,
65536-ang,348-008,z,,adasyns,15,rec,1,1,1,1,1,1,0.779,0.2,0.375,0.261,0.319,0.759,
65536-rad,348-008,en,,adasyns,30,f2,1,1,1,1,1,1,0.779,0.2,0.375,0.261,0.319,0.63,
65536-rad,348-008,en,,adasyns,30,rec,1,1,1,1,1,1,0.779,0.2,0.375,0.261,0.319,0.63,
65536-rad,348-008,m,,smote,15,rec,1,1,1,1,1,1,0.779,0.2,0.375,0.261,0.319,0.714,
65536-rad,348-008,r,c,smote,60,rec,0.971,0.953,0.991,0.972,0.983,0.998,0.779,0.2,0.375,0.261,0.319,0.609,
14122-ang,348-008,p,,adasyns,100,f2,1,1,1,1,1,1,0.792,0.364,0.308,0.333,0.317,0.669,
14122-ang,348-008,p,,adasyns,100,rec,1,1,1,1,1,1,0.792,0.364,0.308,0.333,0.317,0.666,
14122-ang,348-008,p,,rando,200,rec,1,1,1,1,1,1,0.792,0.364,0.308,0.333,0.317,0.683,
14122-ang,348-008,en,,smote,60,f2,1,1,1,1,1,1,0.792,0.364,0.308,0.333,0.317,0.555,
14122-ang,348-008,en,,adasyns,100,f2,1,1,1,1,1,1,0.792,0.364,0.308,0.333,0.317,0.738,
14122-ang,348-008,ea,,smote,100,pre,1,1,1,1,1,1,0.792,0.364,0.308,0.333,0.317,0.647,
14122-ang,348-008,r,c,smote,30,rec,1,1,1,1,1,1,0.792,0.364,0.308,0.333,0.317,0.749,
14122-rad,348-008,m,,smote,30,pre,1,1,1,1,1,1,0.792,0.364,0.308,0.333,0.317,0.613,
14122-rad,348-008,m,,adasyns,15,pre,1,1,1,1,1,1,0.792,0.364,0.308,0.333,0.317,0.553,
14122-rad,348-008,en,c,adasyns,15,f2,1,1,1,1,1,1,0.792,0.364,0.308,0.333,0.317,0.614,
14122-rad,348-008,en,c,adasyns,15,rec,1,1,1,1,1,1,0.792,0.364,0.308,0.333,0.317,0.614,
